Chromosome,Start,End,Number of healthy samples with peak (out of 26 total),Overlaps validated VISTA heart enhancer
chr9,121524388,121531775,24,.
chr9,121532243,121534169,4,.
chr9,121536313,121539077,14,.
chr9,121540871,121543404,4,.
chr9,121545681,121546552,6,.
chr9,121555616,121562161,24,.
chr9,121602346,121629022,24,.
chr9,121631982,121647840,11,.
chr9,121667882,121677497,4,.
chr9,121678903,121695683,17,.
chr9,121704195,121733700,25,.
chr9,121761347,121785825,20,.
chr9,121851327,121855445,18,.
chr9,121860351,121861692,3,.
chr9,121875965,121877620,6,.
chr9,121884732,121889534,4,.
chr9,121982835,121991111,16,.
chr9,121999327,122003453,25,.
chr9,122039102,122042390,5,.
chr9,122064319,122067555,3,.
chr9,122074547,122078979,12,.
chr9,122086581,122090297,5,.
chr9,122106117,122109148,5,.
chr9,122124707,122136477,20,.
chr9,122136821,122154524,24,.
chr9,122249849,122256931,13,.
chr9,122257845,122259691,2,.
chr9,122267245,122268881,4,.
chr9,122277656,122288412,7,.
chr9,122302378,122311532,15,.
chr9,122315331,122315822,2,.
chr9,122324059,122325742,2,.
chr9,122338100,122342774,8,.
chr9,122343297,122351163,25,.
chr9,122391649,122397007,20,.
chr9,122655804,122657686,3,.
chr9,122813727,122824094,16,.
chr9,122834307,122836048,2,.
chr9,122861664,122866378,20,.
chr9,122970494,122981408,26,.
chr9,123001830,123005156,4,.
chr9,123039638,123056571,12,.
chr9,123110026,123113492,6,.
chr9,123280290,123285955,24,.
chr9,123296301,123301663,21,.
chr9,123304057,123307163,6,.
chr9,123321712,123325079,11,.
chr9,123335370,123342513,24,.
chr9,123423045,123427158,10,.
chr9,123566912,123571196,11,.
chr9,123739432,123743739,15,.
chr9,123860958,123869851,9,.
chr9,123921466,123924385,4,.
chr9,124044930,124047211,6,.
chr9,124077412,124080101,5,.
chr9,124214011,124224506,11,.
chr9,124242171,124244147,6,.
chr9,124294707,124298794,7,.
chr9,124375761,124382078,6,.
chr9,124447432,124449579,10,.
chr9,124650516,124661509,26,.
chr9,124778809,124784977,2,.
chr9,124789154,124799015,12,.
chr9,124810546,124814600,3,.
chr9,124817521,124822226,14,.
chr9,124829558,124838071,26,.
chr9,124839491,124842801,5,.
chr9,125152315,125156799,12,.
chr9,125178122,125185690,4,.
chr9,125233866,125236451,2,.
chr9,125342430,125344858,4,.
chr9,125408163,125408930,3,.
chr9,125409896,125411259,2,.
chr9,125509026,125531495,20,.
chr9,125532481,125553320,24,.
chr9,125555049,125560447,7,.
chr9,125644587,125648214,10,.
chr9,125673844,125677131,10,.
chr9,125818852,125825276,16,.
chr9,125829070,125831454,5,.
chr9,125880523,125892531,22,.
chr9,125904220,125905016,2,.
chr9,126143686,126146384,6,.
chr9,126345291,126350811,10,.
chr9,126371731,126380323,4,.
chr9,126385865,126394534,14,.
chr9,126397614,126403784,16,.
chr9,126418393,126420845,4,.
chr9,126487786,126489951,4,.
chr9,126521010,126526478,2,.
chr9,126529904,126534609,6,.
chr9,126550106,126551768,2,.
chr9,126586055,126590622,23,.
chr9,126721817,126724764,4,.
chr9,126783169,126787116,16,.
chr9,126811283,126817269,9,.
chr9,126884350,126886358,2,.
chr9,126952186,126953434,2,.
chr9,126955170,126961143,6,.
chr9,126974168,126976931,12,.
chr9,126983454,126992436,19,.
chr9,127019171,127025243,25,.
chr9,127031685,127038346,23,.
chr9,127051086,127062763,8,.
chr9,127073292,127080090,14,.
chr9,127086505,127093570,8,.
chr9,127094841,127101898,8,.
chr9,127102781,127106577,2,.
chr9,127124827,127139263,24,.
chr9,127142343,127147296,16,.
chr9,127153069,127157159,21,.
chr9,127158817,127165767,12,.
chr9,127173510,127190653,26,.
chr9,127194790,127200666,22,.
chr9,127233089,127234894,2,.
chr9,127247273,127254242,17,.
chr9,127255084,127261025,16,.
chr9,127270568,127298161,19,.
chr9,127299540,127302745,10,.
chr9,127314619,127323238,3,.
chr9,127331636,127338912,4,.
chr9,127416989,127419455,3,.
chr9,127456959,127468746,21,.
chr9,127489659,127501656,24,.
chr9,127503015,127512128,13,.
chr9,127518018,127523586,4,.
chr9,127533593,127547311,6,.
chr9,127553148,127565253,11,.
chr9,127572250,127575050,2,.
chr9,127606045,127609633,22,.
chr9,127624994,127639930,21,.
chr9,127644432,127648415,3,.
chr9,127650820,127653855,2,.
chr9,127695481,127701186,26,.
chr9,127795822,127797962,3,.
chr9,127881418,127888034,13,.
chr9,127954144,127957802,2,.
chr9,127959210,127961069,2,.
chr9,127985313,127992153,13,.
chr9,128000812,128008589,9,.
chr9,128051866,128058511,17,.
chr9,128070595,128086329,24,.
chr9,128141238,128146774,11,.
chr9,128278529,128280971,7,.
chr9,128295507,128296839,2,.
chr9,128325406,128326437,2,.
chr9,128357420,128367109,24,.
chr9,128396361,128398386,21,.
chr9,128438165,128439690,6,.
chr9,128493850,128495650,2,.
chr9,128536615,128542242,7,.
chr9,128573079,128577255,5,.
chr9,128732765,128733844,10,.
chr9,128782328,128784934,15,.
chr9,128861564,128862890,2,.
chr9,128874264,128876577,5,.
chr9,128890242,128908035,12,.
chr9,129051868,129054795,14,.
chr9,129091947,129096324,11,.
chr9,129162235,129169039,22,.
chr9,129197139,129205087,25,.
chr9,129222186,129230299,19,.
chr9,129241783,129244190,2,.
chr9,129250905,129256956,20,.
chr9,129260543,129264247,24,.
chr9,129342846,129354727,10,.
chr9,129380791,129386910,26,.
chr9,129398269,129404332,8,.
chr9,129405513,129418670,26,.
chr9,129455969,129467156,26,.
chr9,129546103,129552796,25,.
chr9,129566469,129572965,17,.
chr9,129575129,129578423,16,.
chr9,129583614,129585584,8,.
chr9,129593060,129598958,23,.
chr9,129629696,129636040,4,.
chr9,129737437,129739374,12,.
chr9,129758762,129765615,19,.
chr9,129774673,129779332,21,.
chr9,129882552,129894696,25,.
chr9,129901954,129903068,2,.
chr9,129929456,129941205,18,.
chr9,129943737,129949997,14,.
chr9,129958742,129970759,26,.
chr9,129978035,129985306,5,.
chr9,130067171,130070972,3,.
chr9,130072485,130075790,10,.
chr9,130136149,130141070,9,.
chr9,130270276,130273551,2,.
chr9,130280617,130293619,21,.
chr9,130296573,130304489,12,.
chr9,130314410,130321434,7,.
chr9,130324825,130336013,12,.
chr9,130423062,130423860,4,.
chr9,130530772,130531852,3,.
chr9,130535514,130536730,4,.
chr9,130575005,130576812,12,.
chr9,130584868,130596175,17,.
chr9,130605220,130611675,8,.
chr9,130625277,130632293,12,.
chr9,130688427,130691073,17,.
chr9,130731261,130734207,3,.
chr9,130755376,130757526,2,.
chr9,130778249,130788510,26,.
chr9,130793187,130796518,8,.
chr9,130822455,130827696,19,.
chr9,130841753,130880231,25,.
chr9,130930994,130934531,18,.
chr9,130976144,130978666,11,.
chr9,131036425,131038530,7,.
chr9,131080534,131084728,14,.
chr9,131105236,131109259,3,.
chr9,131115506,131119196,4,.
chr9,131177247,131182364,5,.
chr9,131231405,131241324,26,yes
chr9,131251394,131261691,9,.
chr9,131280895,131285296,5,.
chr9,131306620,131313689,3,.
chr9,131314876,131321970,12,.
chr9,131329125,131337746,22,yes
chr9,131349924,131351255,3,.
chr9,131370508,131376796,26,.
chr9,131380943,131386496,24,.
chr9,131399886,131426705,16,.
chr9,131431133,131444915,9,.
chr9,131579312,131580722,2,.
chr9,131596495,131620658,25,.
chr9,131632634,131638807,11,.
chr9,131647045,131687098,24,.
chr9,131722118,131722764,2,.
chr9,131884766,131896454,21,.
chr9,131950831,131953114,3,.
chr9,131997476,131998044,3,.
chr9,132006051,132007182,2,.
chr9,132049355,132051457,2,.
chr9,132149704,132150401,2,.
chr9,132180919,132184560,17,.
chr9,132212131,132216323,25,.
chr9,132236455,132238439,11,.
chr9,132260877,132271494,21,.
chr9,132287985,132290056,5,.
chr9,132318416,132320389,3,.
chr9,132332695,132334441,2,.
chr9,132370808,132375728,25,.
chr9,132382010,132382590,3,.
chr9,132560488,132561418,2,.
chr9,132596290,132601464,17,.
chr9,132768751,132771523,20,.
chr9,132797250,132800725,18,.
chr9,132849056,132849945,4,.
chr9,132856438,132859193,4,.
chr9,132893993,132898800,13,.
chr9,132918072,132922061,12,.
chr9,132985724,132987471,4,.
chr9,133089157,133091351,2,.
chr9,133140836,133145772,3,.
chr9,133196948,133202277,18,.
chr9,133222338,133227271,17,.
chr9,133233169,133241226,26,.
chr9,133250885,133260934,13,.
chr9,133338685,133343596,3,.
chr9,133486462,133488566,3,.
chr9,133489381,133495280,12,.
chr9,133497877,133500515,6,.
chr9,133504739,133508420,10,.
chr9,133536841,133542854,23,.
chr9,133543391,133547809,18,.
chr9,133555686,133568161,24,.
chr9,133572362,133574054,2,.
chr9,133575907,133578209,2,.
chr9,133679073,133687176,19,.
chr9,133705503,133709679,14,.
chr9,133709762,133717885,20,.
chr9,133788609,133790721,5,.
chr9,133839148,133841451,11,.
chr9,133843111,133847819,25,.
chr9,133854274,133857496,13,.
chr9,133860755,133864922,18,.
chr9,133914852,133920969,4,.
chr9,133931304,133936435,9,.
chr9,133949522,133952191,7,.
chr9,133955080,133957899,5,.
chr9,133976558,133982484,11,.
chr9,134024003,134027262,9,.
chr9,134128888,134133122,13,.
chr9,134161144,134167652,22,.
chr9,134177806,134179658,3,.
chr9,134203808,134218044,25,.
chr9,134229688,134232588,6,.
chr9,134266850,134269940,22,.
chr9,134279856,134285551,24,.
chr9,134332994,134368957,19,.
chr9,134391179,134427014,24,.
chr9,134429665,134444943,22,.
chr9,134453328,134461013,26,.
chr9,134468246,134470710,4,.
chr9,134471545,134478256,17,.
chr9,134488003,134489411,2,.
chr9,134490638,134493707,7,.
chr9,134536321,134541615,10,.
chr9,134541879,134547536,12,.
chr9,134590689,134593554,9,.
chr9,134597716,134600075,10,.
chr9,134601683,134603365,2,.
chr9,134657688,134665446,23,.
chr9,134687564,134695844,13,.
chr9,134700956,134718926,16,.
chr9,134764541,134775087,9,.
chr9,134781676,134787346,9,.
chr9,134787543,134791133,16,.
chr9,134798962,134802513,13,.
chr9,134863476,134865645,7,.
chr9,134892573,134900581,26,.
chr9,134902481,134903748,3,.
chr9,134928085,134929899,3,.
chr9,134941984,134945939,5,.
chr9,135288975,135291252,10,.
chr9,135742752,135745491,8,.
chr9,135797159,135799790,10,.
chr9,135885289,135889500,12,.
chr9,135924824,135928248,3,.
chr9,135938410,135943864,21,.
chr9,135955860,135957969,3,.
chr9,135967432,135970028,5,.
chr9,135980507,135981470,3,.
chr9,135989035,135995902,26,.
chr9,136002660,136016670,21,.
chr9,136020630,136026001,8,.
chr9,136028401,136034660,7,.
chr9,136077296,136083679,4,.
chr9,136098594,136100115,5,.
chr9,136104037,136107452,2,.
chr9,136231369,136232495,3,.
chr9,136237434,136243958,19,.
chr9,136254203,136255093,2,.
chr9,136267095,136268363,2,.
chr9,136282757,136284499,11,.
chr9,136335868,136349287,23,.
chr9,136399826,136401324,3,.
chr9,136429225,136431197,3,.
chr9,136492641,136496520,2,.
chr9,136507207,136521844,18,.
chr9,136525038,136535185,3,.
chr9,136549629,136554725,10,.
chr9,136561376,136576903,25,.
chr9,136578168,136580022,3,.
chr9,136581924,136592333,18,.
chr9,136601663,136609212,20,.
chr9,136622287,136628760,24,.
chr9,136637598,136652251,20,.
chr9,136724044,136730112,12,.
chr9,136841599,136843397,3,.
chr9,136858297,136861157,5,.
chr9,136927361,136931911,4,.
chr9,136937355,136941220,2,.
chr9,136960844,136965140,4,.
chr9,137126144,137130679,22,.
chr9,137216295,137220058,4,.
chr9,137261794,137274562,18,.
chr9,137309309,137322358,21,.
chr9,137367708,137370710,4,.
chr9,137385114,137393548,26,.
chr9,137403800,137418931,26,.
chr9,137543549,137546136,2,.
chr9,137631902,137633839,7,.
chr10,278091,280186,5,.
chr10,297040,299200,9,.
chr10,393372,399394,14,.
chr10,407296,413588,14,.
chr10,449972,455450,9,.
chr10,456382,460249,9,.
chr10,488328,493956,15,.
chr10,506873,513147,20,.
chr10,554253,563376,3,.
chr10,580124,583175,4,.
chr10,588164,596003,19,.
chr10,608739,634313,26,.
chr10,658355,662467,6,.
chr10,664862,667384,4,.
chr10,672452,675020,3,.
chr10,676306,685654,18,.
chr10,808241,811948,17,.
chr10,855655,875772,20,.
chr10,877430,879767,3,.
chr10,905451,912089,13,.
chr10,942837,947181,18,.
chr10,1022098,1024079,5,.
chr10,1032147,1038620,10,.
chr10,1040934,1046615,26,.
chr10,1097210,1101643,2,.
chr10,1893716,1900783,5,.
chr10,3042683,3049788,20,yes
chr10,3052778,3056180,19,.
chr10,3085404,3098753,24,.
chr10,3106898,3110698,4,.
chr10,3115445,3117381,4,.
chr10,3122197,3127948,10,.
chr10,3192942,3193622,3,.
chr10,3196615,3197943,5,.
chr10,3237895,3241668,23,.
chr10,3248119,3250088,11,.
chr10,3263269,3264908,2,.
chr10,3372355,3374501,2,.
chr10,3397114,3403131,19,.
chr10,3421273,3430460,25,.
chr10,3450544,3456876,26,.
chr10,3463010,3477605,26,.
chr10,3480269,3485974,18,.
chr10,3493164,3496416,18,.
chr10,3513172,3517930,10,.
chr10,3524966,3531377,15,.
chr10,3538437,3540255,2,.
chr10,3555159,3557622,7,.
chr10,3568360,3577484,21,.
chr10,3621798,3627086,15,.
chr10,3703913,3705944,7,.
chr10,3719599,3722204,9,.
chr10,3745193,3759100,26,.
chr10,3798413,3814898,26,.
chr10,3824172,3832584,24,.
chr10,3835198,3836929,7,.
chr10,3847790,3854923,23,.
chr10,3860859,3861232,2,.
chr10,3884265,3889939,25,.
chr10,3901519,3927016,22,.
chr10,3971859,3977768,5,.
chr10,3986881,3988110,2,.
chr10,4033122,4036986,19,.
chr10,4042234,4047034,2,.
chr10,4060595,4062826,5,.
chr10,4067241,4071183,3,.
chr10,4072594,4076209,17,.
chr10,4079309,4088338,21,.
chr10,4106506,4112360,10,.
chr10,4119324,4124892,5,.
chr10,4125774,4133418,22,.
chr10,4174863,4176514,3,.
chr10,4180813,4182819,3,.
chr10,4195185,4199504,23,.
chr10,4258252,4272205,16,.
chr10,4277044,4289172,24,.
chr10,4303847,4312560,18,.
chr10,4313191,4319830,20,.
chr10,4328685,4332176,7,.
chr10,4342090,4349731,25,.
chr10,4369924,4376481,23,.
chr10,4451017,4451837,3,.
chr10,4496317,4502243,26,.
chr10,4510194,4521177,26,.
chr10,4531714,4533270,2,.
chr10,4540965,4542225,4,.
chr10,4632548,4633949,3,.
chr10,4635464,4654159,24,.
chr10,4658027,4675159,26,.
chr10,4682763,4689930,11,.
chr10,4697307,4708134,15,.
chr10,4719756,4723666,2,.
chr10,4762382,4773743,24,.
chr10,4819901,4822846,3,.
chr10,4846357,4853625,8,.
chr10,4865097,4869717,11,.
chr10,4900289,4905101,21,.
chr10,4940038,4951464,25,.
chr10,4980929,4985917,7,.
chr10,5068056,5074397,25,.
chr10,5182924,5186173,6,.
chr10,5289802,5301697,26,.
chr10,5533892,5537534,8,.
chr10,5544030,5550120,18,.
chr10,5583365,5589126,10,.
chr10,5613534,5616864,6,.
chr10,5626023,5634651,8,.
chr10,5642844,5647759,7,.
chr10,5731693,5734310,4,.
chr10,5773166,5778816,5,.
chr10,5804603,5811250,8,.
chr10,5937636,5955674,22,.
chr10,5968151,5973696,5,.
chr10,5983019,5992495,6,.
chr10,6007497,6010495,11,.
chr10,6013341,6024887,15,.
chr10,6032768,6035502,4,.
chr10,6047420,6060212,26,.
chr10,6063812,6076597,19,.
chr10,6081845,6087806,11,.
chr10,6122788,6126600,19,.
chr10,6140417,6142340,4,.
chr10,6150139,6153436,11,.
chr10,6159668,6183487,26,.
chr10,6186041,6199026,18,.
chr10,6211102,6213494,2,.
chr10,6238944,6239935,2,.
chr10,6245602,6248474,14,.
chr10,6270202,6276598,22,.
chr10,6298901,6301392,2,.
chr10,6347220,6349212,2,.
chr10,6381346,6384099,8,.
chr10,6398371,6402275,8,.
chr10,6408381,6411467,24,.
chr10,6721042,6723161,14,.
chr10,6745368,6750629,4,.
chr10,6839916,6841539,5,.
chr10,6923954,6925300,2,.
chr10,7085786,7086662,2,.
chr10,7161308,7162572,4,.
chr10,7193091,7197522,7,.
chr10,7204977,7207260,13,.
chr10,7217435,7220578,15,.
chr10,7248859,7253956,21,.
chr10,7255382,7266706,23,.
chr10,7308870,7311991,13,.
chr10,7331480,7348648,25,.
chr10,7354102,7357692,5,.
chr10,7362200,7366098,2,.
chr10,7373371,7378030,10,.
chr10,7386783,7390470,6,.
chr10,7395241,7403935,14,.
chr10,7475023,7477115,2,.
chr10,7484978,7490122,4,.
chr10,7538567,7553643,21,.
chr10,7558921,7565567,12,.
chr10,7590778,7594945,13,.
chr10,7605476,7608442,3,.
chr10,7630775,7637329,18,.
chr10,7644956,7652681,18,.
chr10,7780271,7784272,10,.
chr10,7792424,7798902,2,.
chr10,7823967,7827931,2,.
chr10,8220632,8222745,6,.
chr10,8368652,8372892,15,.
chr10,8376686,8381504,18,.
chr10,9547654,9550290,8,.
chr10,9762069,9763721,2,.
chr10,9852918,9854942,2,.
chr10,10269878,10271344,2,.
chr10,10292310,10295586,3,.
chr10,10514976,10517372,7,.
chr10,10586055,10593667,15,.
chr10,10604508,10608411,10,.
chr10,10621191,10631180,23,.
chr10,10639006,10647399,25,.
chr10,10657130,10666451,14,.
chr10,10733999,10735841,2,.
chr10,10791844,10793256,2,.
chr10,10800793,10809309,2,.
chr10,10813421,10836282,25,.
chr10,10854985,10856499,3,.
chr10,10868544,10874871,26,.
chr10,10884622,10890314,16,.
chr10,10890573,10895306,14,.
chr10,10907408,10920313,26,.
chr10,10975311,10980282,9,.
chr10,11032168,11060339,22,.
chr10,11069050,11096785,20,.
chr10,11100863,11126307,21,.
chr10,11142918,11156280,18,.
chr10,11174259,11216141,16,.
chr10,11220804,11273341,23,.
chr10,11312362,11339344,23,.
chr10,11519905,11529734,4,.
chr10,11551274,11553212,2,.
chr10,11594631,11595783,2,.
chr10,11682789,11687077,22,.
chr10,11752834,11764159,24,.
chr10,11871182,11873060,2,.
chr10,11873675,11878177,15,.
chr10,12053492,12054479,2,.
chr10,12213909,12215695,3,.
chr10,12221263,12222222,2,.
chr10,12232227,12243948,19,.
chr10,12263694,12266852,17,.
chr10,12332625,12334953,13,.
chr10,12388402,12391629,2,.
chr10,12416391,12421119,7,.
chr10,12482623,12487301,19,.
chr10,12530331,12533752,7,.
chr10,12565716,12568122,2,.
chr10,12604796,12606726,6,.
chr10,12666009,12670495,6,.
chr10,12696664,12700616,8,.
chr10,12704027,12711252,19,.
chr10,12718735,12721400,7,.
chr10,12729771,12732411,6,.
chr10,12739623,12743681,11,.
chr10,12779979,12784212,4,.
chr10,12844498,12845608,4,.
chr10,13090880,13093123,3,.
chr10,13113573,13114665,2,.
chr10,13117641,13119673,3,.
chr10,13120370,13122445,2,.
chr10,13188052,13190739,2,.
chr10,13267465,13273222,6,.
chr10,13327406,13328993,2,.
chr10,13658152,13664601,8,.
chr10,13672934,13702602,18,.
chr10,13709904,13726412,19,.
chr10,13756744,13759080,4,.
chr10,13771834,13779340,16,.
chr10,13786328,13793249,22,.
chr10,13802855,13805264,5,.
chr10,13807545,13811632,2,.
chr10,13813919,13824613,21,.
chr10,13828996,13845648,21,.
chr10,13847096,13857518,12,.
chr10,13859915,13895510,23,.
chr10,13923401,13925268,3,.
chr10,13943668,13951966,17,.
chr10,13953941,13958261,15,.
chr10,13959127,13963748,18,.
chr10,13984314,14000377,26,.
chr10,14014273,14018652,9,.
chr10,14039021,14043071,19,.
chr10,14063367,14064897,3,yes
chr10,14071715,14076259,17,.
chr10,14395937,14397952,7,.
chr10,14447952,14451614,21,.
chr10,14480990,14482145,3,.
chr10,14498705,14499637,3,.
chr10,14542303,14546124,5,.
chr10,14577044,14581061,9,.
chr10,14586402,14589333,2,.
chr10,14621005,14622058,2,.
chr10,14647181,14650285,22,.
chr10,14670064,14671960,7,.
chr10,14734478,14743404,18,.
chr10,14747429,14754368,25,.
chr10,14782816,14783277,2,.
chr10,15083189,15086528,16,.
chr10,15150354,15153630,8,.
chr10,15189627,15191373,3,.
chr10,15194058,15203655,20,.
chr10,15208050,15211880,3,.
chr10,15236609,15239310,2,.
chr10,15251511,15257573,10,.
chr10,15279224,15282172,2,.
chr10,15293113,15297396,6,.
chr10,15299241,15302032,5,.
chr10,15311534,15316796,10,.
chr10,15323793,15327814,12,.
chr10,15333599,15337636,3,.
chr10,15342990,15351059,11,.
chr10,15384692,15387689,9,.
chr10,15438299,15441788,25,.
chr10,15460999,15462846,2,.
chr10,15619781,15622755,4,.
chr10,15628997,15631042,4,.
chr10,15736774,15739964,12,.
chr10,15779695,15781235,3,.
chr10,15789182,15795509,11,.
chr10,15814543,15816040,2,.
chr10,16438837,16439738,2,.
chr10,16445183,16446856,2,.
chr10,16662770,16665046,10,.
chr10,16723754,16725885,2,.
chr10,16775997,16781834,17,.
chr10,16788639,16794870,9,.
chr10,16827485,16830755,14,.
chr10,16831150,16834373,20,.
chr10,16855227,16857244,4,.
chr10,16890929,16892913,3,.
chr10,16942558,16946187,5,.
chr10,16964509,16970322,20,.
chr10,16985204,16991508,19,.
chr10,16992396,17014721,25,.
chr10,17021372,17033608,24,.
