"","clusters"
"GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION",2887
"GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE",1619
"GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION",2887
"GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY",2888
"GOBP_POSITIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION",1859
"GOBP_POSITIVE_REGULATION_OF_MYOBLAST_FUSION",2889
"GOBP_POSITIVE_REGULATION_OF_MYOBLAST_PROLIFERATION",1864
"GOBP_POSITIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION",2890
"GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION",2891
"GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS",1879
"GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION",1882
"GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL",1883
"GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",1884
"GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION",1885
"GOBP_POSITIVE_REGULATION_OF_NECROPTOTIC_PROCESS",2892
"GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT",2683
"GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS",2886
"GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION",2331
"GOBP_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION",2893
"GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS",2683
"GOBP_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE",2862
"GOBP_POSITIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS",2894
"GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION",2895
"GOBP_POSITIVE_REGULATION_OF_NEURON_MIGRATION",2896
"GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION",2897
"GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT",2696
"GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION",2898
"GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION",2899
"GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT",2899
"GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_UPTAKE",2900
"GOBP_POSITIVE_REGULATION_OF_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY",2901
"GOBP_POSITIVE_REGULATION_OF_NEUTROPHIL_ACTIVATION",2902
"GOBP_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION",2806
"GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY",2739
"GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION",2903
"GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS",2904
"GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY",2874
"GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS",2375
"GOBP_POSITIVE_REGULATION_OF_NK_T_CELL_ACTIVATION",2377
"GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION",2381
"GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY",2905
"GOBP_POSITIVE_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY",2906
"GOBP_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY",2907
"GOBP_POSITIVE_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION",2751
"GOBP_POSITIVE_REGULATION_OF_NUCLEAR_DIVISION",2870
"GOBP_POSITIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",2908
"GOBP_POSITIVE_REGULATION_OF_NUCLEASE_ACTIVITY",2733
"GOBP_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT",2909
"GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT",2910
"GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_SIGNALING_PATHWAY",2911
"GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS",2621
"GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS",2621
"GOBP_POSITIVE_REGULATION_OF_ODONTOGENESIS",2912
"GOBP_POSITIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION",2797
"GOBP_POSITIVE_REGULATION_OF_OPSONIZATION",739
"GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY",2708
"GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION",2669
"GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT",2913
"GOBP_POSITIVE_REGULATION_OF_ORGAN_GROWTH",2659
"GOBP_POSITIVE_REGULATION_OF_OSSIFICATION",2634
"GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION",2914
"GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_PROLIFERATION",2915
"GOBP_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION",2916
"GOBP_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",2917
"GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY",2918
"GOBP_POSITIVE_REGULATION_OF_P38MAPK_CASCADE",2478
"GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY",802
"GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY",2718
"GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION",2822
"GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION",2919
"GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION",2510
"GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN",1878
"GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION",2920
"GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION",2516
"GOBP_POSITIVE_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY",2525
"GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS",2758
"GOBP_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY",2734
"GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY",2842
"GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION",2541
"GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY",2921
"GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY",46
"GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS",2922
"GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS",2922
"GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPID_TRANSLOCATION",2923
"GOBP_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY",2734
"GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS",2553
"GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION",2553
"GOBP_POSITIVE_REGULATION_OF_PINOCYTOSIS",2924
"GOBP_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY",2925
"GOBP_POSITIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION",2926
"GOBP_POSITIVE_REGULATION_OF_PLATELET_ACTIVATION",2927
"GOBP_POSITIVE_REGULATION_OF_PLATELET_AGGREGATION",2820
"GOBP_POSITIVE_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",2928
"GOBP_POSITIVE_REGULATION_OF_PODOSOME_ASSEMBLY",2577
"GOBP_POSITIVE_REGULATION_OF_POST_TRANSCRIPTIONAL_GENE_SILENCING",2865
"GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",2929
"GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT",2930
"GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",2931
"GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT",2930
"GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE",790
"GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH",2932
"GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH",2892
"GOBP_POSITIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS",2933
"GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS",2934
"GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",2934
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_ACETYLATION",2919
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION",2935
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING",2633
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS",2936
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE",2937
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY",2938
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY",2595
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEACETYLATION",2819
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION",2734
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPOLYMERIZATION",2595
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEUBIQUITINATION",2939
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM",2940
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS",2941
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_GLYCOSYLATION",2942
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS",2910
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_K63_LINKED_UBIQUITINATION",2943
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY",2838
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING",2944
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING",2945
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION",2774
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_CORTEX",2946
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY",2947
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE",2948
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CENTROSOME",2949
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CILIUM",2950
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME",2951
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE",2947
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEOLUS",2952
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS",2953
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE",2947
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE",2954
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_MATURATION",2955
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS",2553
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL",2929
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",2553
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_MONOUBIQUITINATION",2956
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_NEDDYLATION",2957
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION",2596
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION",2958
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION",2822
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY",2855
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_SUMOYLATION",2959
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE",2960
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY",2961
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION",2929
"GOBP_POSITIVE_REGULATION_OF_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS",2962
"GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS",2963
"GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS",2934
"GOBP_POSITIVE_REGULATION_OF_PSEUDOPODIUM_ASSEMBLY",2964
"GOBP_POSITIVE_REGULATION_OF_PYROPTOSIS",792
"GOBP_POSITIVE_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION",2965
"GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",2966
"GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS",2967
"GOBP_POSITIVE_REGULATION_OF_RECEPTOR_BINDING",2968
"GOBP_POSITIVE_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS",1578
"GOBP_POSITIVE_REGULATION_OF_RECEPTOR_CLUSTERING",2969
"GOBP_POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION",2970
"GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS",2970
"GOBP_POSITIVE_REGULATION_OF_RECEPTOR_RECYCLING",2971
"GOBP_POSITIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT",2972
"GOBP_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY",2778
"GOBP_POSITIVE_REGULATION_OF_REGULATORY_T_CELL_DIFFERENTIATION",2973
"GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA",2974
"GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL",2975
"GOBP_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS",2976
"GOBP_POSITIVE_REGULATION_OF_RESPIRATORY_BURST",2977
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS",42
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS",2978
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",2770
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",42
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL",1377
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_TYPE_II_INTERFERON",2979
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING",2711
"GOBP_POSITIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY",2980
"GOBP_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION",2981
"GOBP_POSITIVE_REGULATION_OF_RIG_I_SIGNALING_PATHWAY",2982
"GOBP_POSITIVE_REGULATION_OF_RNA_BINDING",2983
"GOBP_POSITIVE_REGULATION_OF_RNA_EXPORT_FROM_NUCLEUS",2909
"GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS",2984
"GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING",2877
"GOBP_POSITIVE_REGULATION_OF_RRNA_PROCESSING",2985
"GOBP_POSITIVE_REGULATION_OF_RUFFLE_ASSEMBLY",2986
"GOBP_POSITIVE_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY",2249
"GOBP_POSITIVE_REGULATION_OF_SARCOMERE_ORGANIZATION",2987
"GOBP_POSITIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS",2988
"GOBP_POSITIVE_REGULATION_OF_SECRETION",1113
"GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION",2249
"GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE",2989
"GOBP_POSITIVE_REGULATION_OF_SIGNALING",2832
"GOBP_POSITIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY",2990
"GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",2743
"GOBP_POSITIVE_REGULATION_OF_SISTER_CHROMATID_COHESION",1640
"GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION",2991
"GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_FIBER_DEVELOPMENT",2992
"GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT",2885
"GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_GROWTH",2993
"GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_REGENERATION",2994
"GOBP_POSITIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION",2995
"GOBP_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION",2981
"GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS",2996
"GOBP_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY",2997
"GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS",2998
"GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION",2999
"GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION",3000
"GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION",1845
"GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION",2883
"GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT",3001
"GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",3001
"GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSPORT",3001
"GOBP_POSITIVE_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY",3002
"GOBP_POSITIVE_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS",3003
"GOBP_POSITIVE_REGULATION_OF_SPINDLE_ASSEMBLY",3004
"GOBP_POSITIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS",3005
"GOBP_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION",3006
"GOBP_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE",2269
"GOBP_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION",3007
"GOBP_POSITIVE_REGULATION_OF_STEROID_HORMONE_SECRETION",2715
"GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS",2702
"GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT",673
"GOBP_POSITIVE_REGULATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY",3008
"GOBP_POSITIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE",1501
"GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY",2594
"GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS",2881
"GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION",2882
"GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION",2660
"GOBP_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING",3009
"GOBP_POSITIVE_REGULATION_OF_SULFUR_METABOLIC_PROCESS",2962
"GOBP_POSITIVE_REGULATION_OF_SUPEROXIDE_ANION_GENERATION",3010
"GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY",2689
"GOBP_POSITIVE_REGULATION_OF_SYNAPSE_MATURATION",3011
"GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_PLASTICITY",3012
"GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION",1574
"GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC",3013
"GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC",3014
"GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC",3015
"GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS",3016
"GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_FUSION_TO_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE",3017
"GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING",3016
"GOBP_POSITIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION",2889
"GOBP_POSITIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE",2637
"GOBP_POSITIVE_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY",3018
"GOBP_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY",2740
"GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY",2776
"GOBP_POSITIVE_REGULATION_OF_TELOMERE_CAPPING",3019
"GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE",2705
"GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING",2740
"GOBP_POSITIVE_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION",3020
"GOBP_POSITIVE_REGULATION_OF_THYROID_HORMONE_GENERATION",3021
"GOBP_POSITIVE_REGULATION_OF_TISSUE_REMODELING",742
"GOBP_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION",1592
"GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY",3022
"GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY",3023
"GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY",3024
"GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY",3025
"GOBP_POSITIVE_REGULATION_OF_TOOTH_MINERALIZATION",2756
"GOBP_POSITIVE_REGULATION_OF_TORC1_SIGNALING",3026
"GOBP_POSITIVE_REGULATION_OF_TORC2_SIGNALING",3027
"GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING",3026
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_GLUCOSE",392
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I",3028
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",2984
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III",3029
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II",920
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS",3030
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",3031
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA",3032
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS",3031
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NOTCH_RECEPTOR_TARGET",3033
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I",2411
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING",3034
"GOBP_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY",2838
"GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION",3035
"GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION",3036
